No,Sun 5% (MW),Sun 10% (MW),Sun 15% (MW)
7834,32.5,65,70.5
7835,33,66,87.75
7836,29.5,59,97.5
7837,23.5,47,99
7838,29.25,58.5,88.5
7839,32.5,65,70.5
7840,33,66,87.75
7841,29.5,59,97.5
7842,23.5,47,99
7843,29.25,58.5,88.5
7844,32.5,65,70.5
7845,33,66,87.75
7846,29.5,59,97.5
7847,23.5,47,99
7848,29.25,58.5,88.5
7849,32.5,65,70.5
7850,33,66,87.75
7851,29.5,59,97.5
7852,23.5,47,99
7853,29.25,58.5,88.5
7854,32.5,65,70.5
7855,33,66,87.75
7856,29.5,59,97.5
7857,23.5,47,99
7858,29.25,58.5,88.5
7859,32.5,65,70.5
7860,33,66,87.75
7861,29.5,59,97.5
7862,23.5,47,99
7863,29.25,58.5,88.5
7864,32.5,65,70.5
7865,33,66,87.75
7866,29.5,59,97.5
7867,23.5,47,99
7868,29.25,58.5,88.5
7869,32.5,65,70.5
7870,33,66,87.75
7871,29.5,59,97.5
7872,23.5,47,99
7873,29.25,58.5,88.5
7874,32.5,65,70.5
7875,33,66,87.75
7876,29.5,59,97.5
7877,23.5,47,99
7878,29.25,58.5,88.5
7879,32.5,65,70.5
7880,33,66,87.75
7881,29.5,59,97.5
7882,23.5,47,99
7883,29.25,58.5,88.5
7884,32.5,65,70.5
7885,33,66,87.75
7886,29.5,59,97.5
7887,23.5,47,99
7888,29.25,58.5,88.5
7889,32.5,65,70.5
7890,33,66,87.75
7891,29.5,59,97.5
7892,23.5,47,99
7893,29.25,58.5,88.5
7894,32.5,65,70.5
7895,33,66,87.75
7896,29.5,59,97.5
7897,23.5,47,99
7898,29.25,58.5,88.5
7899,32.5,65,70.5
7900,33,66,87.75
7901,29.5,59,97.5
7902,23.5,47,99
7903,29.25,58.5,88.5
7904,32.5,65,70.5
7905,33,66,87.75
7906,29.5,59,97.5
7907,23.5,47,99
7908,29.25,58.5,88.5
7909,32.5,65,70.5
7910,33,66,87.75
7911,29.5,59,97.5
7912,23.5,47,99
7913,29.25,58.5,88.5
7914,32.5,65,70.5
7915,33,66,87.75
7916,29.5,59,97.5
7917,23.5,47,99
7918,29.25,58.5,88.5
7919,32.5,65,70.5
7920,33,66,87.75
7921,29.5,59,97.5
7922,23.5,47,99
7923,29.25,58.5,88.5
7924,32.5,65,70.5
7925,33,66,87.75
7926,29.5,59,97.5
7927,23.5,47,99
7928,29.25,58.5,88.5
7929,32.5,65,70.5
7930,33,66,87.75
7931,29.5,59,97.5
7932,23.5,47,99
7933,29.25,58.5,88.5
7934,32.5,65,70.5
7935,33,66,87.75
7936,29.5,59,97.5
7937,23.5,47,99
7938,29.25,58.5,88.5
7939,32.5,65,70.5
7940,33,66,87.75
7941,29.5,59,97.5
7942,23.5,47,99
7943,29.25,58.5,88.5
7944,32.5,65,70.5
7945,33,66,87.75
7946,29.5,59,97.5
7947,23.5,47,99
7948,29.25,58.5,88.5
7949,32.5,65,70.5
7950,33,66,87.75
7951,29.5,59,97.5
7952,23.5,47,99
7953,29.25,58.5,88.5
7954,32.5,65,70.5
7955,33,66,87.75
7956,29.5,59,97.5
7957,23.5,47,99
7958,29.25,58.5,88.5
7959,32.5,65,70.5
7960,33,66,87.75
7961,29.5,59,97.5
7962,23.5,47,99
7963,29.25,58.5,88.5
7964,32.5,65,70.5
7965,33,66,87.75
7966,29.5,59,97.5
7967,23.5,47,99
7968,29.25,58.5,88.5
7969,32.5,65,70.5
7970,33,66,87.75
7971,29.5,59,97.5
7972,23.5,47,99
7973,29.25,58.5,88.5
7974,32.5,65,70.5
7975,33,66,87.75
7976,29.5,59,97.5
7977,23.5,47,99
7978,29.25,58.5,88.5
7979,32.5,65,70.5
7980,33,66,87.75
7981,29.5,59,97.5
7982,23.5,47,99
7983,29.25,58.5,88.5
7984,32.5,65,70.5
7985,33,66,87.75
7986,29.5,59,97.5
7987,23.5,47,99
7988,29.25,58.5,88.5
7989,32.5,65,70.5
7990,33,66,87.75
7991,29.5,59,97.5
7992,23.5,47,99
7993,29.25,58.5,88.5
7994,32.5,65,70.5
7995,33,66,87.75
7996,29.5,59,97.5
7997,23.5,47,99
7998,29.25,58.5,88.5
7999,32.5,65,70.5
8000,33,66,87.75
8001,29.5,59,97.5
8002,23.5,47,99
8003,29.25,58.5,88.5
8004,32.5,65,70.5
8005,33,66,87.75
8006,29.5,59,97.5
8007,23.5,47,99
8008,29.25,58.5,88.5
8009,32.5,65,70.5
8010,33,66,87.75
8011,29.5,59,97.5
8012,23.5,47,99
8013,29.25,58.5,88.5
8014,32.5,65,70.5
8015,33,66,87.75
8016,29.5,59,97.5
8017,23.5,47,99
8018,29.25,58.5,88.5
8019,32.5,65,70.5
8020,33,66,87.75
8021,29.5,59,97.5
8022,23.5,47,99
8023,29.25,58.5,88.5
8024,32.5,65,70.5
8025,33,66,87.75
8026,29.5,59,97.5
8027,23.5,47,99
8028,29.25,58.5,88.5
8029,32.5,65,70.5
8030,33,66,87.75
8031,29.5,59,97.5
8032,23.5,47,99
8033,29.25,58.5,88.5
8034,32.5,65,70.5
8035,33,66,87.75
8036,29.5,59,97.5
8037,23.5,47,99
8038,29.25,58.5,88.5
8039,32.5,65,70.5
8040,33,66,87.75
8041,29.5,59,97.5
8042,23.5,47,99
8043,29.25,58.5,88.5
8044,32.5,65,70.5
8045,33,66,87.75
8046,29.5,59,97.5
8047,23.5,47,99
8048,29.25,58.5,88.5
8049,32.5,65,70.5
8050,33,66,87.75
8051,29.5,59,97.5
8052,23.5,47,99
8053,29.25,58.5,88.5
8054,32.5,65,70.5
8055,33,66,87.75
8056,29.5,59,97.5
8057,23.5,47,99
8058,29.25,58.5,88.5
8059,32.5,65,70.5
8060,33,66,87.75
8061,29.5,59,97.5
8062,23.5,47,99
8063,29.25,58.5,88.5
8064,32.5,65,70.5
8065,33,66,87.75
8066,29.5,59,97.5
8067,23.5,47,99
8068,29.25,58.5,88.5
8069,32.5,65,70.5
8070,33,66,87.75
8071,29.5,59,97.5
8072,23.5,47,99
8073,29.25,58.5,88.5
8074,32.5,65,70.5
8075,33,66,87.75
8076,29.5,59,97.5
8077,23.5,47,99
8078,29.25,58.5,88.5
8079,32.5,65,70.5
8080,33,66,87.75
8081,29.5,59,97.5
8082,23.5,47,99
8083,29.25,58.5,88.5
8084,32.5,65,70.5
8085,33,66,87.75
8086,29.5,59,97.5
8087,23.5,47,99
8088,29.25,58.5,88.5
8089,32.5,65,70.5
8090,33,66,87.75
8091,29.5,59,97.5
8092,23.5,47,99
8093,29.25,58.5,88.5
8094,32.5,65,70.5
8095,33,66,87.75
8096,29.5,59,97.5
8097,23.5,47,99
8098,29.25,58.5,88.5
8099,32.5,65,70.5
8100,33,66,87.75
8101,29.5,59,97.5
8102,23.5,47,99
8103,29.25,58.5,88.5
8104,32.5,65,70.5
8105,33,66,87.75
8106,29.5,59,97.5
8107,23.5,47,99
8108,29.25,58.5,88.5
8109,32.5,65,70.5
8110,33,66,87.75
8111,29.5,59,97.5
8112,23.5,47,99
8113,29.25,58.5,88.5
8114,32.5,65,70.5
8115,33,66,87.75
8116,29.5,59,97.5
8117,23.5,47,99
8118,29.25,58.5,88.5
8119,32.5,65,70.5
8120,33,66,87.75
8121,29.5,59,97.5
8122,23.5,47,99
8123,29.25,58.5,88.5
8124,32.5,65,70.5
8125,33,66,87.75
8126,29.5,59,97.5
8127,23.5,47,99
8128,29.25,58.5,88.5
8129,32.5,65,70.5
8130,33,66,87.75
8131,29.5,59,97.5
8132,23.5,47,99
8133,29.25,58.5,88.5
8134,32.5,65,70.5
8135,33,66,87.75
8136,29.5,59,97.5
8137,23.5,47,99
8138,29.25,58.5,88.5
8139,32.5,65,70.5
8140,33,66,87.75
8141,29.5,59,97.5
8142,23.5,47,99
8143,29.25,58.5,88.5
8144,32.5,65,70.5
8145,33,66,87.75
8146,29.5,59,97.5
8147,23.5,47,99
8148,29.25,58.5,88.5
8149,32.5,65,70.5
8150,33,66,87.75
8151,29.5,59,97.5
8152,23.5,47,99
8153,29.25,58.5,88.5
8154,32.5,65,70.5
8155,33,66,87.75
8156,29.5,59,97.5
8157,23.5,47,99
8158,29.25,58.5,88.5
8159,32.5,65,70.5
8160,33,66,87.75
8161,29.5,59,97.5
8162,23.5,47,99
8163,29.25,58.5,88.5
8164,32.5,65,70.5
8165,33,66,87.75
8166,29.5,59,97.5
8167,23.5,47,99
8168,29.25,58.5,88.5
8169,32.5,65,70.5
8170,33,66,87.75
8171,29.5,59,97.5
8172,23.5,47,99
8173,29.25,58.5,88.5
8174,32.5,65,70.5
8175,33,66,87.75
8176,29.5,59,97.5
8177,23.5,47,99
8178,29.25,58.5,88.5
8179,32.5,65,70.5
8180,33,66,87.75
8181,29.5,59,97.5
8182,23.5,47,99
8183,29.25,58.5,88.5
8184,32.5,65,70.5
8185,33,66,87.75
8186,29.5,59,97.5
8187,23.5,47,99
8188,29.25,58.5,88.5
8189,32.5,65,70.5
8190,33,66,87.75
8191,29.5,59,97.5
8192,23.5,47,99
8193,29.25,58.5,88.5
8194,32.5,65,70.5
8195,33,66,87.75
8196,29.5,59,97.5
8197,23.5,47,99
8198,29.25,58.5,88.5
8199,32.5,65,70.5
8200,33,66,87.75
8201,29.5,59,97.5
8202,23.5,47,99
8203,29.25,58.5,88.5
8204,32.5,65,70.5
8205,33,66,87.75
8206,29.5,59,97.5
8207,23.5,47,99
8208,29.25,58.5,88.5
8209,32.5,65,70.5
8210,33,66,87.75
8211,29.5,59,97.5
8212,23.5,47,99
8213,29.25,58.5,88.5
8214,32.5,65,70.5
8215,33,66,87.75
8216,29.5,59,97.5
8217,23.5,47,99
8218,29.25,58.5,88.5
8219,32.5,65,70.5
8220,33,66,87.75
8221,29.5,59,97.5
8222,23.5,47,99
8223,29.25,58.5,88.5
8224,32.5,65,70.5
8225,33,66,87.75
8226,29.5,59,97.5
8227,23.5,47,99
8228,29.25,58.5,88.5
8229,32.5,65,70.5
8230,33,66,87.75
8231,29.5,59,97.5
8232,23.5,47,99
8233,29.25,58.5,88.5
8234,32.5,65,70.5
8235,33,66,87.75
8236,29.5,59,97.5
8237,23.5,47,99
8238,29.25,58.5,88.5
8239,32.5,65,70.5
8240,33,66,87.75
8241,29.5,59,97.5
8242,23.5,47,99
8243,29.25,58.5,88.5
8244,32.5,65,70.5
8245,33,66,87.75
8246,29.5,59,97.5
8247,23.5,47,99
8248,29.25,58.5,88.5
8249,32.5,65,70.5
8250,33,66,87.75
8251,29.5,59,97.5
8252,23.5,47,99
8253,29.25,58.5,88.5
8254,32.5,65,70.5
8255,33,66,87.75
8256,29.5,59,97.5
8257,23.5,47,99
8258,29.25,58.5,88.5
8259,32.5,65,70.5
8260,33,66,87.75
8261,29.5,59,97.5
8262,23.5,47,99
8263,29.25,58.5,88.5
8264,32.5,65,70.5
8265,33,66,87.75
8266,29.5,59,97.5
8267,23.5,47,99
8268,29.25,58.5,88.5
8269,32.5,65,70.5
8270,33,66,87.75
8271,29.5,59,97.5
8272,23.5,47,99
8273,29.25,58.5,88.5
8274,32.5,65,70.5
8275,33,66,87.75
8276,29.5,59,97.5
8277,23.5,47,99
8278,29.25,58.5,88.5
8279,32.5,65,70.5
8280,33,66,87.75
8281,29.5,59,97.5
8282,23.5,47,99
8283,29.25,58.5,88.5
8284,32.5,65,70.5
8285,33,66,87.75
8286,29.5,59,97.5
8287,23.5,47,99
8288,29.25,58.5,88.5
8289,32.5,65,70.5
8290,33,66,87.75
8291,29.5,59,97.5
8292,23.5,47,99
8293,29.25,58.5,88.5
8294,32.5,65,70.5
8295,33,66,87.75
8296,29.5,59,97.5
8297,23.5,47,99
8298,29.25,58.5,88.5
8299,32.5,65,70.5
8300,33,66,87.75
8301,29.5,59,97.5
8302,23.5,47,99
8303,29.25,58.5,88.5
8304,32.5,65,70.5
8305,33,66,87.75
8306,29.5,59,97.5
8307,23.5,47,99
8308,29.25,58.5,88.5
8309,32.5,65,70.5
8310,33,66,87.75
8311,29.5,59,97.5
8312,23.5,47,99
8313,29.25,58.5,88.5
8314,32.5,65,70.5
8315,33,66,87.75
8316,29.5,59,97.5
8317,23.5,47,99
8318,29.25,58.5,88.5
8319,32.5,65,70.5
8320,33,66,87.75
8321,29.5,59,97.5
8322,23.5,47,99
8323,29.25,58.5,88.5
8324,32.5,65,70.5
8325,33,66,87.75
8326,29.5,59,97.5
8327,23.5,47,99
8328,29.25,58.5,88.5
8329,32.5,65,70.5
8330,33,66,87.75
8331,29.5,59,97.5
8332,23.5,47,99
8333,29.25,58.5,88.5
8334,32.5,65,70.5
8335,33,66,87.75
8336,29.5,59,97.5
8337,23.5,47,99
8338,29.25,58.5,88.5
8339,32.5,65,70.5
8340,33,66,87.75
8341,29.5,59,97.5
8342,23.5,47,99
8343,29.25,58.5,88.5
8344,32.5,65,70.5
8345,33,66,87.75
8346,29.5,59,97.5
8347,23.5,47,99
8348,29.25,58.5,88.5
8349,32.5,65,70.5
8350,33,66,87.75
8351,29.5,59,97.5
8352,23.5,47,99
8353,29.25,58.5,88.5
8354,32.5,65,70.5
8355,33,66,87.75
8356,29.5,59,97.5
8357,23.5,47,99
8358,29.25,58.5,88.5
8359,32.5,65,70.5
8360,33,66,87.75
8361,29.5,59,97.5
8362,23.5,47,99
8363,29.25,58.5,88.5
8364,32.5,65,70.5
8365,33,66,87.75
8366,29.5,59,97.5
8367,23.5,47,99
8368,29.25,58.5,88.5
8369,32.5,65,70.5
8370,33,66,87.75
8371,29.5,59,97.5
8372,23.5,47,99
8373,29.25,58.5,88.5
8374,32.5,65,70.5
8375,33,66,87.75
8376,29.5,59,97.5
8377,23.5,47,99
8378,29.25,58.5,88.5
8379,32.5,65,70.5
8380,33,66,87.75
8381,29.5,59,97.5
8382,23.5,47,99
8383,29.25,58.5,88.5
8384,32.5,65,70.5
8385,33,66,87.75
8386,29.5,59,97.5
8387,23.5,47,99
8388,29.25,58.5,88.5
8389,32.5,65,70.5
8390,33,66,87.75
8391,29.5,59,97.5
8392,23.5,47,99
8393,29.25,58.5,88.5
8394,32.5,65,70.5
8395,33,66,87.75
8396,29.5,59,97.5
8397,23.5,47,99
8398,29.25,58.5,88.5
8399,32.5,65,70.5
8400,33,66,87.75
8401,29.5,59,97.5
8402,23.5,47,99
8403,29.25,58.5,88.5
8404,32.5,65,70.5
8405,33,66,87.75
8406,29.5,59,97.5
8407,23.5,47,99
8408,29.25,58.5,88.5
8409,32.5,65,70.5
8410,33,66,87.75
8411,29.5,59,97.5
8412,23.5,47,99
8413,29.25,58.5,88.5
8414,32.5,65,70.5
8415,33,66,87.75
8416,29.5,59,97.5
8417,23.5,47,99
8418,29.25,58.5,88.5
8419,32.5,65,70.5
8420,33,66,87.75
8421,29.5,59,97.5
8422,23.5,47,99
8423,29.25,58.5,88.5
8424,32.5,65,70.5
8425,33,66,87.75
8426,29.5,59,97.5
8427,23.5,47,99
8428,29.25,58.5,88.5
8429,32.5,65,70.5
8430,33,66,87.75
8431,29.5,59,97.5
8432,23.5,47,99
8433,29.25,58.5,88.5
8434,32.5,65,70.5
8435,33,66,87.75
8436,29.5,59,97.5
8437,23.5,47,99
8438,29.25,58.5,88.5
8439,32.5,65,70.5
8440,33,66,87.75
8441,29.5,59,97.5
8442,23.5,47,99
8443,29.25,58.5,88.5
8444,32.5,65,70.5
8445,33,66,87.75
8446,29.5,59,97.5
8447,23.5,47,99
8448,29.25,58.5,88.5
8449,32.5,65,70.5
8450,33,66,87.75
8451,29.5,59,97.5
8452,23.5,47,99
8453,29.25,58.5,88.5
8454,32.5,65,70.5
8455,33,66,87.75
8456,29.5,59,97.5
8457,23.5,47,99
8458,29.25,58.5,88.5
8459,32.5,65,70.5
8460,33,66,87.75
8461,29.5,59,97.5
8462,23.5,47,99
8463,29.25,58.5,88.5
8464,32.5,65,70.5
8465,33,66,87.75
8466,29.5,59,97.5
8467,23.5,47,99
8468,29.25,58.5,88.5
8469,32.5,65,70.5
8470,33,66,87.75
8471,29.5,59,97.5
8472,23.5,47,99
8473,29.25,58.5,88.5
8474,32.5,65,70.5
8475,33,66,87.75
8476,29.5,59,97.5
8477,23.5,47,99
8478,29.25,58.5,88.5
8479,32.5,65,70.5
8480,33,66,87.75
8481,29.5,59,97.5
8482,23.5,47,99
8483,29.25,58.5,88.5
8484,32.5,65,70.5
8485,33,66,87.75
8486,29.5,59,97.5
8487,23.5,47,99
8488,29.25,58.5,88.5
8489,32.5,65,70.5
8490,33,66,87.75
8491,29.5,59,97.5
8492,23.5,47,99
8493,29.25,58.5,88.5
8494,32.5,65,70.5
8495,33,66,87.75
8496,29.5,59,97.5
8497,23.5,47,99
8498,29.25,58.5,88.5
8499,32.5,65,70.5
8500,33,66,87.75
8501,29.5,59,97.5
8502,23.5,47,99
8503,29.25,58.5,88.5
8504,32.5,65,70.5
8505,33,66,87.75
8506,29.5,59,97.5
8507,23.5,47,99
8508,29.25,58.5,88.5
8509,32.5,65,70.5
8510,33,66,87.75
8511,29.5,59,97.5
8512,23.5,47,99
8513,29.25,58.5,88.5
8514,32.5,65,70.5
8515,33,66,87.75
8516,29.5,59,97.5
8517,23.5,47,99
8518,29.25,58.5,88.5
8519,32.5,65,70.5
8520,33,66,87.75
8521,29.5,59,97.5
8522,23.5,47,99
8523,29.25,58.5,88.5
8524,32.5,65,70.5
8525,33,66,87.75
8526,29.5,59,97.5
8527,23.5,47,99
8528,29.25,58.5,88.5
8529,32.5,65,70.5
8530,33,66,87.75
8531,29.5,59,97.5
8532,23.5,47,99
8533,29.25,58.5,88.5
8534,32.5,65,70.5
8535,33,66,87.75
8536,29.5,59,97.5
8537,23.5,47,99
8538,29.25,58.5,88.5
8539,32.5,65,70.5
8540,33,66,87.75
8541,29.5,59,97.5
8542,23.5,47,99
8543,29.25,58.5,88.5
8544,32.5,65,70.5
8545,33,66,87.75
8546,29.5,59,97.5
8547,23.5,47,99
8548,29.25,58.5,88.5
8549,32.5,65,70.5
8550,33,66,87.75
8551,29.5,59,97.5
8552,23.5,47,99
8553,29.25,58.5,88.5
8554,32.5,65,70.5
8555,33,66,87.75
8556,29.5,59,97.5
8557,23.5,47,99
8558,29.25,58.5,88.5
8559,32.5,65,70.5
8560,33,66,87.75
8561,29.5,59,97.5
8562,23.5,47,99
8563,29.25,58.5,88.5
8564,32.5,65,70.5
8565,33,66,87.75
8566,29.5,59,97.5
8567,23.5,47,99
8568,29.25,58.5,88.5
8569,32.5,65,70.5
8570,33,66,87.75
8571,29.5,59,97.5
8572,23.5,47,99
8573,29.25,58.5,88.5
8574,32.5,65,70.5
8575,33,66,87.75
8576,29.5,59,97.5
8577,23.5,47,99
8578,29.25,58.5,88.5
8579,32.5,65,70.5
8580,33,66,87.75
8581,29.5,59,97.5
8582,23.5,47,99
8583,29.25,58.5,88.5
8584,32.5,65,70.5
8585,33,66,87.75
8586,29.5,59,97.5
8587,23.5,47,99
8588,29.25,58.5,88.5
8589,32.5,65,70.5
8590,33,66,87.75
8591,29.5,59,97.5
8592,23.5,47,99
8593,29.25,58.5,88.5
8594,32.5,65,70.5
8595,33,66,87.75
8596,29.5,59,97.5
8597,23.5,47,99
8598,29.25,58.5,88.5
8599,32.5,65,70.5
8600,33,66,87.75
8601,29.5,59,97.5
8602,23.5,47,99
8603,29.25,58.5,88.5
8604,32.5,65,70.5
8605,33,66,87.75
8606,29.5,59,97.5
8607,23.5,47,99
8608,29.25,58.5,88.5
8609,32.5,65,70.5
8610,33,66,87.75
8611,29.5,59,97.5
8612,23.5,47,99
8613,29.25,58.5,88.5
8614,32.5,65,70.5
8615,33,66,87.75
8616,29.5,59,97.5
8617,23.5,47,99
8618,29.25,58.5,88.5
8619,32.5,65,70.5
8620,33,66,87.75
8621,29.5,59,97.5
8622,23.5,47,99
8623,29.25,58.5,88.5
8624,32.5,65,70.5
8625,33,66,87.75
8626,29.5,59,97.5
8627,23.5,47,99
8628,29.25,58.5,88.5
8629,32.5,65,70.5
8630,33,66,87.75
8631,29.5,59,97.5
8632,23.5,47,99
8633,29.25,58.5,88.5
8634,32.5,65,70.5
8635,33,66,87.75
8636,29.5,59,97.5
8637,23.5,47,99
8638,29.25,58.5,88.5
8639,32.5,65,70.5
8640,33,66,87.75
8641,29.5,59,97.5
8642,23.5,47,99
8643,29.25,58.5,88.5
8644,32.5,65,70.5
8645,33,66,87.75
8646,29.5,59,97.5
8647,23.5,47,99
8648,29.25,58.5,88.5
8649,32.5,65,70.5
8650,33,66,87.75
8651,29.5,59,97.5
8652,23.5,47,99
8653,29.25,58.5,88.5
8654,32.5,65,70.5
8655,33,66,87.75
8656,29.5,59,97.5
8657,23.5,47,99
8658,29.25,58.5,88.5
8659,32.5,65,70.5
8660,33,66,87.75
8661,29.5,59,97.5
8662,23.5,47,99
8663,29.25,58.5,88.5
8664,32.5,65,70.5
8665,33,66,87.75
8666,29.5,59,97.5
8667,23.5,47,99
8668,29.25,58.5,88.5
8669,32.5,65,70.5
8670,33,66,87.75
8671,29.5,59,97.5
8672,23.5,47,99
8673,29.25,58.5,88.5
8674,32.5,65,70.5
8675,33,66,87.75
8676,29.5,59,97.5
8677,23.5,47,99
8678,29.25,58.5,88.5
8679,32.5,65,70.5
8680,33,66,87.75
8681,29.5,59,97.5
8682,23.5,47,99
8683,29.25,58.5,88.5
8684,32.5,65,70.5
8685,33,66,87.75
8686,29.5,59,97.5
8687,23.5,47,99
8688,29.25,58.5,88.5
8689,32.5,65,70.5
8690,33,66,87.75
8691,29.5,59,97.5
8692,23.5,47,99
8693,29.25,58.5,88.5
8694,32.5,65,70.5
8695,33,66,87.75
8696,29.5,59,97.5
8697,23.5,47,99
8698,29.25,58.5,88.5
8699,32.5,65,70.5
8700,33,66,87.75
8701,29.5,59,97.5
8702,23.5,47,99
8703,29.25,58.5,88.5
8704,32.5,65,70.5
8705,33,66,87.75
8706,29.5,59,97.5
8707,23.5,47,99
8708,29.25,58.5,88.5
8709,32.5,65,70.5
8710,33,66,87.75
8711,29.5,59,97.5
8712,23.5,47,99
8713,29.25,58.5,88.5
8714,32.5,65,70.5
8715,33,66,87.75
8716,29.5,59,97.5
8717,23.5,47,99
8718,29.25,58.5,88.5
8719,32.5,65,70.5
8720,33,66,87.75
8721,29.5,59,97.5
8722,23.5,47,99
8723,29.25,58.5,88.5
8724,32.5,65,70.5
8725,33,66,87.75
8726,29.5,59,97.5
8727,23.5,47,99
8728,29.25,58.5,88.5
8729,32.5,65,70.5
8730,33,66,87.75
8731,29.5,59,97.5
8732,23.5,47,99
8733,29.25,58.5,88.5
8734,32.5,65,70.5
8735,33,66,87.75
8736,29.5,59,97.5
8737,23.5,47,99
8738,29.25,58.5,88.5
8739,32.5,65,70.5
8740,33,66,87.75
8741,29.5,59,97.5
8742,23.5,47,99
8743,29.25,58.5,0
8744,32.5,65,0
8745,33,66,0
8746,29.5,59,0
8747,23.5,47,0
8748,29.25,58.5,0
8749,32.5,65,0
8750,33,66,0
8751,29.5,59,0
8752,23.5,47,0
8753,29.25,58.5,0
8754,32.5,65,0
8755,33,66,0
8756,29.5,59,0
8757,23.5,47,0
8758,29.25,58.5,0
8759,32.5,65,0
8760,33,66,0
